DATE ADDED TO CATALOG	PUBMEDID	FIRST AUTHOR	DATE	JOURNAL	LINK	STUDY	DISEASE/TRAIT	INITIAL SAMPLE SIZE	REPLICATION SAMPLE SIZE	REGION	CHR_ID	CHR_POS	REPORTED GENE(S)	MAPPED_GENE	UPSTREAM_GENE_ID	DOWNSTREAM_GENE_ID	SNP_GENE_IDS	UPSTREAM_GENE_DISTANCE	DOWNSTREAM_GENE_DISTANCE	STRONGEST SNP-RISK ALLELE	SNPS	MERGED	SNP_ID_CURRENT	CONTEXT	INTERGENIC	RISK ALLELE FREQUENCY	P-VALUE	PVALUE_MLOG	P-VALUE (TEXT)	OR or BETA	95% CI (TEXT)	PLATFORM [SNPS PASSING QC]	CNV	MAPPED_TRAIT	MAPPED_TRAIT_URI	STUDY ACCESSION	GENOTYPING TECHNOLOGY
2019-07-01	31217584	Wojcik GL	2019-06-19	Nature	www.ncbi.nlm.nih.gov/pubmed/31217584	Genetic analyses of diverse populations improves discovery for complex traits.	High density lipoprotein cholesterol levels	10,085 African American individuals, 17,751 Hispanic/Latino individuals, 2,378 Asian ancestry individuals, 1,912 Native Hawaiian ancestry individuals, 604 Native American ancestry individuals, 333 individuals	NA	16q13	16	56972678	NR	CETP			ENSG00000087237			rs7499892-?	rs7499892	0	7499892	intron_variant	0	NR	1E-88	88.0		2.561099	[2.31-2.81] unit decrease	Illumina [31978362] (imputed)	N	high density lipoprotein cholesterol measurement	http://www.ebi.ac.uk/efo/EFO_0004612	GCST008035	Genome-wide genotyping array
2019-07-01	31217584	Wojcik GL	2019-06-19	Nature	www.ncbi.nlm.nih.gov/pubmed/31217584	Genetic analyses of diverse populations improves discovery for complex traits.	High density lipoprotein cholesterol levels	10,085 African American individuals, 17,751 Hispanic/Latino individuals, 2,378 Asian ancestry individuals, 1,912 Native Hawaiian ancestry individuals, 604 Native American ancestry individuals, 333 individuals	NA	1p13.3	1	109274570	NR	CELSR2			ENSG00000143126			rs7528419-?	rs7528419	0	7528419	3_prime_UTR_variant	0	NR	2E-6	5.698970004336019		0.6469816	[0.38-0.91] unit increase	Illumina [31978362] (imputed)	N	high density lipoprotein cholesterol measurement	http://www.ebi.ac.uk/efo/EFO_0004612	GCST008035	Genome-wide genotyping array
2019-07-01	31217584	Wojcik GL	2019-06-19	Nature	www.ncbi.nlm.nih.gov/pubmed/31217584	Genetic analyses of diverse populations improves discovery for complex traits.	High density lipoprotein cholesterol levels	10,085 African American individuals, 17,751 Hispanic/Latino individuals, 2,378 Asian ancestry individuals, 1,912 Native Hawaiian ancestry individuals, 604 Native American ancestry individuals, 333 individuals	NA	14q22.1	14	53330665	AL163953.3							rs75405126-?	rs75405126	0	75405126	intron_variant	1	NR	2E-8	7.698970004336019		10.991	[7.15-14.83] unit increase	Illumina [31978362] (imputed)	N	high density lipoprotein cholesterol measurement	http://www.ebi.ac.uk/efo/EFO_0004612	GCST008035	Genome-wide genotyping array
2019-07-01	31217584	Wojcik GL	2019-06-19	Nature	www.ncbi.nlm.nih.gov/pubmed/31217584	Genetic analyses of diverse populations improves discovery for complex traits.	High density lipoprotein cholesterol levels	10,085 African American individuals, 17,751 Hispanic/Latino individuals, 2,378 Asian ancestry individuals, 1,912 Native Hawaiian ancestry individuals, 604 Native American ancestry individuals, 333 individuals	NA	8p21.3	8	19982897	NR	LPL - NA	ENSG00000175445			15638		rs75551077-?	rs75551077	0	75551077	intergenic_variant	1	NR	2E-27	26.69897000433602		1.998214	[1.64-2.36] unit increase	Illumina [31978362] (imputed)	N	high density lipoprotein cholesterol measurement	http://www.ebi.ac.uk/efo/EFO_0004612	GCST008035	Genome-wide genotyping array
2019-07-01	31217584	Wojcik GL	2019-06-19	Nature	www.ncbi.nlm.nih.gov/pubmed/31217584	Genetic analyses of diverse populations improves discovery for complex traits.	High density lipoprotein cholesterol levels	10,085 African American individuals, 17,751 Hispanic/Latino individuals, 2,378 Asian ancestry individuals, 1,912 Native Hawaiian ancestry individuals, 604 Native American ancestry individuals, 333 individuals	NA	2p24.1	2	20985339	NR	NA - APOB		ENSG00000084674			16090	rs7557067-?	rs7557067	0	7557067	regulatory_region_variant	1	NR	7E-12	11.154901959985743		0.9193369	[0.66-1.18] unit increase	Illumina [31978362] (imputed)	N	high density lipoprotein cholesterol measurement	http://www.ebi.ac.uk/efo/EFO_0004612	GCST008035	Genome-wide genotyping array
2019-07-01	31217584	Wojcik GL	2019-06-19	Nature	www.ncbi.nlm.nih.gov/pubmed/31217584	Genetic analyses of diverse populations improves discovery for complex traits.	High density lipoprotein cholesterol levels	10,085 African American individuals, 17,751 Hispanic/Latino individuals, 2,378 Asian ancestry individuals, 1,912 Native Hawaiian ancestry individuals, 604 Native American ancestry individuals, 333 individuals	NA	11q23.3	11	116796829	NR	APOA5 - APOA4	ENSG00000110243	ENSG00000110244		4409	23871	rs75919952-?	rs75919952	0	75919952	intergenic_variant	1	NR	9E-21	20.045757490560675		2.189663	[1.73-2.65] unit increase	Illumina [31978362] (imputed)	N	high density lipoprotein cholesterol measurement	http://www.ebi.ac.uk/efo/EFO_0004612	GCST008035	Genome-wide genotyping array
2019-07-01	31217584	Wojcik GL	2019-06-19	Nature	www.ncbi.nlm.nih.gov/pubmed/31217584	Genetic analyses of diverse populations improves discovery for complex traits.	High density lipoprotein cholesterol levels	10,085 African American individuals, 17,751 Hispanic/Latino individuals, 2,378 Asian ancestry individuals, 1,912 Native Hawaiian ancestry individuals, 604 Native American ancestry individuals, 333 individuals	NA	19q13.32	19	44906745	NR	APOE			ENSG00000130203			rs769449-?	rs769449	0	769449	non_coding_transcript_exon_variant	0	NR	1E-6	6.0		1.10831	[0.66-1.55] unit decrease	Illumina [31978362] (imputed)	N	high density lipoprotein cholesterol measurement	http://www.ebi.ac.uk/efo/EFO_0004612	GCST008035	Genome-wide genotyping array
2019-07-01	31217584	Wojcik GL	2019-06-19	Nature	www.ncbi.nlm.nih.gov/pubmed/31217584	Genetic analyses of diverse populations improves discovery for complex traits.	High density lipoprotein cholesterol levels	10,085 African American individuals, 17,751 Hispanic/Latino individuals, 2,378 Asian ancestry individuals, 1,912 Native Hawaiian ancestry individuals, 604 Native American ancestry individuals, 333 individuals	NA	10q25.2	10	112159366	NR	GPAM			ENSG00000119927			rs77147124-?	rs77147124	1	2803609	intron_variant	0	NR	3E-6	5.522878745280337		0.5747294	[0.33-0.82] unit decrease	Illumina [31978362] (imputed)	N	high density lipoprotein cholesterol measurement	http://www.ebi.ac.uk/efo/EFO_0004612	GCST008035	Genome-wide genotyping array
2019-07-01	31217584	Wojcik GL	2019-06-19	Nature	www.ncbi.nlm.nih.gov/pubmed/31217584	Genetic analyses of diverse populations improves discovery for complex traits.	High density lipoprotein cholesterol levels	10,085 African American individuals, 17,751 Hispanic/Latino individuals, 2,378 Asian ancestry individuals, 1,912 Native Hawaiian ancestry individuals, 604 Native American ancestry individuals, 333 individuals	NA	8p21.3	8	20002949	NR	LPL - NA	ENSG00000175445			35690		rs79236614-?	rs79236614	0	79236614	intergenic_variant	1	NR	3E-21	20.522878745280337		1.856684	[1.47-2.24] unit increase	Illumina [31978362] (imputed)	N	high density lipoprotein cholesterol measurement	http://www.ebi.ac.uk/efo/EFO_0004612	GCST008035	Genome-wide genotyping array
2019-07-01	31217584	Wojcik GL	2019-06-19	Nature	www.ncbi.nlm.nih.gov/pubmed/31217584	Genetic analyses of diverse populations improves discovery for complex traits.	High density lipoprotein cholesterol levels	10,085 African American individuals, 17,751 Hispanic/Latino individuals, 2,378 Asian ancestry individuals, 1,912 Native Hawaiian ancestry individuals, 604 Native American ancestry individuals, 333 individuals	NA	15q21.3	15	58432593	NR	LIPC, ALDH1A2			ENSG00000166035, ENSG00000128918			rs8034802-?	rs8034802	0	8034802	intron_variant	0	NR	3E-13	12.522878745280337		0.8392919	[0.61-1.06] unit increase	Illumina [31978362] (imputed)	N	high density lipoprotein cholesterol measurement	http://www.ebi.ac.uk/efo/EFO_0004612	GCST008035	Genome-wide genotyping array
2019-07-01	31217584	Wojcik GL	2019-06-19	Nature	www.ncbi.nlm.nih.gov/pubmed/31217584	Genetic analyses of diverse populations improves discovery for complex traits.	High density lipoprotein cholesterol levels	10,085 African American individuals, 17,751 Hispanic/Latino individuals, 2,378 Asian ancestry individuals, 1,912 Native Hawaiian ancestry individuals, 604 Native American ancestry individuals, 333 individuals	NA	11q23.3	11	116791691	NR	APOA5			ENSG00000110243			rs3135506-?	rs3135506	0	3135506	missense_variant	0	NR	2E-18	17.69897000433602		1.700025	[1.32-2.08] unit decrease	Illumina [31978362] (imputed)	N	high density lipoprotein cholesterol measurement	http://www.ebi.ac.uk/efo/EFO_0004612	GCST008035	Genome-wide genotyping array
2019-07-01	31217584	Wojcik GL	2019-06-19	Nature	www.ncbi.nlm.nih.gov/pubmed/31217584	Genetic analyses of diverse populations improves discovery for complex traits.	High density lipoprotein cholesterol levels	10,085 African American individuals, 17,751 Hispanic/Latino individuals, 2,378 Asian ancestry individuals, 1,912 Native Hawaiian ancestry individuals, 604 Native American ancestry individuals, 333 individuals	NA	7q21.11	7	80671133	NR	CD36			ENSG00000135218			rs3211938-?	rs3211938	0	3211938	stop_gained	0	NR	6E-19	18.221848749616356		3.064259	[2.39-3.74] unit increase	Illumina [31978362] (imputed)	N	high density lipoprotein cholesterol measurement	http://www.ebi.ac.uk/efo/EFO_0004612	GCST008035	Genome-wide genotyping array
2019-07-01	31217584	Wojcik GL	2019-06-19	Nature	www.ncbi.nlm.nih.gov/pubmed/31217584	Genetic analyses of diverse populations improves discovery for complex traits.	High density lipoprotein cholesterol levels	10,085 African American individuals, 17,751 Hispanic/Latino individuals, 2,378 Asian ancestry individuals, 1,912 Native Hawaiian ancestry individuals, 604 Native American ancestry individuals, 333 individuals	NA	8p21.3	8	19961817	NR	LPL			ENSG00000175445			rs325-?	rs325	0	325	intron_variant	0	NR	1E-24	24.0		2.102914	[1.7-2.51] unit increase	Illumina [31978362] (imputed)	N	high density lipoprotein cholesterol measurement	http://www.ebi.ac.uk/efo/EFO_0004612	GCST008035	Genome-wide genotyping array
2019-07-01	31217584	Wojcik GL	2019-06-19	Nature	www.ncbi.nlm.nih.gov/pubmed/31217584	Genetic analyses of diverse populations improves discovery for complex traits.	High density lipoprotein cholesterol levels	10,085 African American individuals, 17,751 Hispanic/Latino individuals, 2,378 Asian ancestry individuals, 1,912 Native Hawaiian ancestry individuals, 604 Native American ancestry individuals, 333 individuals	NA	8p21.3	8	19961928	NR	LPL			ENSG00000175445			rs326-?	rs326	0	326	intron_variant	0	NR	2E-36	35.69897000433602		1.504851	[1.27-1.74] unit increase	Illumina [31978362] (imputed)	N	high density lipoprotein cholesterol measurement	http://www.ebi.ac.uk/efo/EFO_0004612	GCST008035	Genome-wide genotyping array
2019-07-01	31217584	Wojcik GL	2019-06-19	Nature	www.ncbi.nlm.nih.gov/pubmed/31217584	Genetic analyses of diverse populations improves discovery for complex traits.	High density lipoprotein cholesterol levels	10,085 African American individuals, 17,751 Hispanic/Latino individuals, 2,378 Asian ancestry individuals, 1,912 Native Hawaiian ancestry individuals, 604 Native American ancestry individuals, 333 individuals	NA	8p21.3	8	19962213	NR	LPL			ENSG00000175445			rs328-?	rs328	0	328	stop_gained	0	NR	9E-25	24.045757490560675		2.112708	[1.71-2.52] unit increase	Illumina [31978362] (imputed)	N	high density lipoprotein cholesterol measurement	http://www.ebi.ac.uk/efo/EFO_0004612	GCST008035	Genome-wide genotyping array
2019-07-01	31217584	Wojcik GL	2019-06-19	Nature	www.ncbi.nlm.nih.gov/pubmed/31217584	Genetic analyses of diverse populations improves discovery for complex traits.	High density lipoprotein cholesterol levels	10,085 African American individuals, 17,751 Hispanic/Latino individuals, 2,378 Asian ancestry individuals, 1,912 Native Hawaiian ancestry individuals, 604 Native American ancestry individuals, 333 individuals	NA	19q13.32	19	44935906	NR	APOC1P1 - APOC4	ENSG00000214855	ENSG00000267467		4520	6331	rs35136575-?	rs35136575	0	35136575	TF_binding_site_variant	1	NR	8E-6	5.096910013008056		0.6353315	[0.36-0.91] unit increase	Illumina [31978362] (imputed)	N	high density lipoprotein cholesterol measurement	http://www.ebi.ac.uk/efo/EFO_0004612	GCST008035	Genome-wide genotyping array
2019-07-01	31217584	Wojcik GL	2019-06-19	Nature	www.ncbi.nlm.nih.gov/pubmed/31217584	Genetic analyses of diverse populations improves discovery for complex traits.	High density lipoprotein cholesterol levels	10,085 African American individuals, 17,751 Hispanic/Latino individuals, 2,378 Asian ancestry individuals, 1,912 Native Hawaiian ancestry individuals, 604 Native American ancestry individuals, 333 individuals	NA	22q12.3	22	35363972	TOM1	TOM1 - HMOX1	ENSG00000100284	ENSG00000100292		15980	16389	rs372767202-?	rs372767202	0	372767202	intergenic_variant	1	NR	4E-8	7.3979400086720375		12.314	[7.91-16.72] unit increase	Illumina [31978362] (imputed)	N	high density lipoprotein cholesterol measurement	http://www.ebi.ac.uk/efo/EFO_0004612	GCST008035	Genome-wide genotyping array
2019-07-01	31217584	Wojcik GL	2019-06-19	Nature	www.ncbi.nlm.nih.gov/pubmed/31217584	Genetic analyses of diverse populations improves discovery for complex traits.	High density lipoprotein cholesterol levels	10,085 African American individuals, 17,751 Hispanic/Latino individuals, 2,378 Asian ancestry individuals, 1,912 Native Hawaiian ancestry individuals, 604 Native American ancestry individuals, 333 individuals	NA	16q13	16	56959412	NR	HERPUD1 - CETP	ENSG00000051108	ENSG00000087237		14548	2511	rs3764261-?	rs3764261	0	3764261	regulatory_region_variant	1	NR	6E-140	139.22184874961636		3.045195	[2.81-3.28] unit increase	Illumina [31978362] (imputed)	N	high density lipoprotein cholesterol measurement	http://www.ebi.ac.uk/efo/EFO_0004612	GCST008035	Genome-wide genotyping array
2019-07-01	31217584	Wojcik GL	2019-06-19	Nature	www.ncbi.nlm.nih.gov/pubmed/31217584	Genetic analyses of diverse populations improves discovery for complex traits.	High density lipoprotein cholesterol levels	10,085 African American individuals, 17,751 Hispanic/Latino individuals, 2,378 Asian ancestry individuals, 1,912 Native Hawaiian ancestry individuals, 604 Native American ancestry individuals, 333 individuals	NA	9q31.1	9	104886314	NR	ABCA1			ENSG00000165029			rs3847302-?	rs3847302	0	3847302	intron_variant	0	NR	1E-8	8.0		0.9893386	[0.65-1.33] unit decrease	Illumina [31978362] (imputed)	N	high density lipoprotein cholesterol measurement	http://www.ebi.ac.uk/efo/EFO_0004612	GCST008035	Genome-wide genotyping array
2019-07-01	31217584	Wojcik GL	2019-06-19	Nature	www.ncbi.nlm.nih.gov/pubmed/31217584	Genetic analyses of diverse populations improves discovery for complex traits.	High density lipoprotein cholesterol levels	10,085 African American individuals, 17,751 Hispanic/Latino individuals, 2,378 Asian ancestry individuals, 1,912 Native Hawaiian ancestry individuals, 604 Native American ancestry individuals, 333 individuals	NA	9q31.1	9	104885374	NR	ABCA1			ENSG00000165029			rs3890182-?	rs3890182	0	3890182	intron_variant	0	NR	1E-8	8.0		0.9916356	[0.65-1.33] unit decrease	Illumina [31978362] (imputed)	N	high density lipoprotein cholesterol measurement	http://www.ebi.ac.uk/efo/EFO_0004612	GCST008035	Genome-wide genotyping array
2019-07-01	31217584	Wojcik GL	2019-06-19	Nature	www.ncbi.nlm.nih.gov/pubmed/31217584	Genetic analyses of diverse populations improves discovery for complex traits.	High density lipoprotein cholesterol levels	10,085 African American individuals, 17,751 Hispanic/Latino individuals, 2,378 Asian ancestry individuals, 1,912 Native Hawaiian ancestry individuals, 604 Native American ancestry individuals, 333 individuals	NA	9q31.1	9	104894789	NR	ABCA1			ENSG00000165029			rs3905000-?	rs3905000	0	3905000	intron_variant	0	NR	5E-9	8.301029995663981		0.9632778	[0.64-1.29] unit decrease	Illumina [31978362] (imputed)	N	high density lipoprotein cholesterol measurement	http://www.ebi.ac.uk/efo/EFO_0004612	GCST008035	Genome-wide genotyping array
2019-07-01	31217584	Wojcik GL	2019-06-19	Nature	www.ncbi.nlm.nih.gov/pubmed/31217584	Genetic analyses of diverse populations improves discovery for complex traits.	High density lipoprotein cholesterol levels	10,085 African American individuals, 17,751 Hispanic/Latino individuals, 2,378 Asian ancestry individuals, 1,912 Native Hawaiian ancestry individuals, 604 Native American ancestry individuals, 333 individuals	NA	8p21.3	8	20076385	NR	NA - RPL30P9		ENSG00000242709			36958	rs4407894-?	rs4407894	0	4407894	intergenic_variant	1	NR	9E-16	15.045757490560675		1.011264	[0.76-1.26] unit increase	Illumina [31978362] (imputed)	N	high density lipoprotein cholesterol measurement	http://www.ebi.ac.uk/efo/EFO_0004612	GCST008035	Genome-wide genotyping array
2019-07-01	31217584	Wojcik GL	2019-06-19	Nature	www.ncbi.nlm.nih.gov/pubmed/31217584	Genetic analyses of diverse populations improves discovery for complex traits.	High density lipoprotein cholesterol levels	10,085 African American individuals, 17,751 Hispanic/Latino individuals, 2,378 Asian ancestry individuals, 1,912 Native Hawaiian ancestry individuals, 604 Native American ancestry individuals, 333 individuals	NA	2p24.1	2	20998163	NR	NA - APOB		ENSG00000084674			3266	rs4665710-?	rs4665710	0	4665710	intergenic_variant	1	NR	3E-8	7.522878745280337		0.7165994	[0.46-0.97] unit decrease	Illumina [31978362] (imputed)	N	high density lipoprotein cholesterol measurement	http://www.ebi.ac.uk/efo/EFO_0004612	GCST008035	Genome-wide genotyping array
2019-07-01	31217584	Wojcik GL	2019-06-19	Nature	www.ncbi.nlm.nih.gov/pubmed/31217584	Genetic analyses of diverse populations improves discovery for complex traits.	High density lipoprotein cholesterol levels	10,085 African American individuals, 17,751 Hispanic/Latino individuals, 2,378 Asian ancestry individuals, 1,912 Native Hawaiian ancestry individuals, 604 Native American ancestry individuals, 333 individuals	NA	7q32.2	7	130748625	NR	KLF14 - H4P1	ENSG00000266265	ENSG00000240680		14418	74580	rs4731702-?	rs4731702	0	4731702	intergenic_variant	1	NR	7E-9	8.154901959985743		0.6755981	[0.45-0.9] unit increase	Illumina [31978362] (imputed)	N	high density lipoprotein cholesterol measurement	http://www.ebi.ac.uk/efo/EFO_0004612	GCST008035	Genome-wide genotyping array
2019-07-01	31217584	Wojcik GL	2019-06-19	Nature	www.ncbi.nlm.nih.gov/pubmed/31217584	Genetic analyses of diverse populations improves discovery for complex traits.	High density lipoprotein cholesterol levels	10,085 African American individuals, 17,751 Hispanic/Latino individuals, 2,378 Asian ancestry individuals, 1,912 Native Hawaiian ancestry individuals, 604 Native American ancestry individuals, 333 individuals	NA	15q21.3	15	58382496	NR	ALDH1A2			ENSG00000128918			rs4775041-?	rs4775041	0	4775041	intron_variant	0	NR	1E-11	11.0		0.9648782	[0.69-1.24] unit increase	Illumina [31978362] (imputed)	N	high density lipoprotein cholesterol measurement	http://www.ebi.ac.uk/efo/EFO_0004612	GCST008035	Genome-wide genotyping array
2019-07-01	31217584	Wojcik GL	2019-06-19	Nature	www.ncbi.nlm.nih.gov/pubmed/31217584	Genetic analyses of diverse populations improves discovery for complex traits.	High density lipoprotein cholesterol levels	10,085 African American individuals, 17,751 Hispanic/Latino individuals, 2,378 Asian ancestry individuals, 1,912 Native Hawaiian ancestry individuals, 604 Native American ancestry individuals, 333 individuals	NA	19p13.2	19	11223619	NR	DOCK6			ENSG00000130158			rs4804155-?	rs4804155	0	4804155	intron_variant	0	NR	4E-24	23.397940008672037		1.333811	[1.08-1.59] unit decrease	Illumina [31978362] (imputed)	N	high density lipoprotein cholesterol measurement	http://www.ebi.ac.uk/efo/EFO_0004612	GCST008035	Genome-wide genotyping array
2019-07-01	31217584	Wojcik GL	2019-06-19	Nature	www.ncbi.nlm.nih.gov/pubmed/31217584	Genetic analyses of diverse populations improves discovery for complex traits.	High density lipoprotein cholesterol levels	10,085 African American individuals, 17,751 Hispanic/Latino individuals, 2,378 Asian ancestry individuals, 1,912 Native Hawaiian ancestry individuals, 604 Native American ancestry individuals, 333 individuals	NA	8p23.1	8	9326086	NR	RNU6-1151P - RNU6-526P	ENSG00000284864	ENSG00000201815		38508	45004	rs4841132-?	rs4841132	0	4841132	non_coding_transcript_exon_variant	1	NR	8E-21	20.096910013008056		1.507643	[1.19-1.82] unit increase	Illumina [31978362] (imputed)	N	high density lipoprotein cholesterol measurement	http://www.ebi.ac.uk/efo/EFO_0004612	GCST008035	Genome-wide genotyping array
2019-07-01	31217584	Wojcik GL	2019-06-19	Nature	www.ncbi.nlm.nih.gov/pubmed/31217584	Genetic analyses of diverse populations improves discovery for complex traits.	High density lipoprotein cholesterol levels	10,085 African American individuals, 17,751 Hispanic/Latino individuals, 2,378 Asian ancestry individuals, 1,912 Native Hawaiian ancestry individuals, 604 Native American ancestry individuals, 333 individuals	NA	18q21.1	18	49640844	NR	LIPG - SMUG1P1	ENSG00000101670	ENSG00000267444		41659	9506	rs4939883-?	rs4939883	0	4939883	regulatory_region_variant	1	NR	8E-7	6.096910013008056		0.6773294	[0.41-0.95] unit increase	Illumina [31978362] (imputed)	N	high density lipoprotein cholesterol measurement	http://www.ebi.ac.uk/efo/EFO_0004612	GCST008035	Genome-wide genotyping array
2019-07-01	31217584	Wojcik GL	2019-06-19	Nature	www.ncbi.nlm.nih.gov/pubmed/31217584	Genetic analyses of diverse populations improves discovery for complex traits.	High density lipoprotein cholesterol levels	10,085 African American individuals, 17,751 Hispanic/Latino individuals, 2,378 Asian ancestry individuals, 1,912 Native Hawaiian ancestry individuals, 604 Native American ancestry individuals, 333 individuals	NA	19q13.32	19	44945208	NR	APOC4-APOC2, APOC4			ENSG00000224916, ENSG00000267467			rs5167-?	rs5167	0	5167	missense_variant	0	NR	9E-7	6.045757490560675		0.5440359	[0.33-0.76] unit increase	Illumina [31978362] (imputed)	N	high density lipoprotein cholesterol measurement	http://www.ebi.ac.uk/efo/EFO_0004612	GCST008035	Genome-wide genotyping array
2019-07-01	31217584	Wojcik GL	2019-06-19	Nature	www.ncbi.nlm.nih.gov/pubmed/31217584	Genetic analyses of diverse populations improves discovery for complex traits.	High density lipoprotein cholesterol levels	10,085 African American individuals, 17,751 Hispanic/Latino individuals, 2,378 Asian ancestry individuals, 1,912 Native Hawaiian ancestry individuals, 604 Native American ancestry individuals, 333 individuals	NA	16q13	16	56953457	NR	HERPUD1 - CETP	ENSG00000051108	ENSG00000087237		8593	8466	rs56156922-?	rs56156922	0	56156922	intergenic_variant	1	NR	1E-117	117.0		3.039497	[2.78-3.3] unit increase	Illumina [31978362] (imputed)	N	high density lipoprotein cholesterol measurement	http://www.ebi.ac.uk/efo/EFO_0004612	GCST008035	Genome-wide genotyping array
2019-07-01	31217584	Wojcik GL	2019-06-19	Nature	www.ncbi.nlm.nih.gov/pubmed/31217584	Genetic analyses of diverse populations improves discovery for complex traits.	High density lipoprotein cholesterol levels	10,085 African American individuals, 17,751 Hispanic/Latino individuals, 2,378 Asian ancestry individuals, 1,912 Native Hawaiian ancestry individuals, 604 Native American ancestry individuals, 333 individuals	NA	16q13	16	56981179	NR	CETP			ENSG00000087237			rs5880-?	rs5880	0	5880	missense_variant	0	NR	1E-27	27.0		2.977389	[2.44-3.51] unit decrease	Illumina [31978362] (imputed)	N	high density lipoprotein cholesterol measurement	http://www.ebi.ac.uk/efo/EFO_0004612	GCST008035	Genome-wide genotyping array
2019-07-01	31217584	Wojcik GL	2019-06-19	Nature	www.ncbi.nlm.nih.gov/pubmed/31217584	Genetic analyses of diverse populations improves discovery for complex traits.	High density lipoprotein cholesterol levels	10,085 African American individuals, 17,751 Hispanic/Latino individuals, 2,378 Asian ancestry individuals, 1,912 Native Hawaiian ancestry individuals, 604 Native American ancestry individuals, 333 individuals	NA	16q13	16	56973441	NR	CETP			ENSG00000087237			rs5883-?	rs5883	0	5883	synonymous_variant	0	NR	4E-28	27.397940008672037		2.633338	[2.16-3.1] unit increase	Illumina [31978362] (imputed)	N	high density lipoprotein cholesterol measurement	http://www.ebi.ac.uk/efo/EFO_0004612	GCST008035	Genome-wide genotyping array
2019-07-01	31217584	Wojcik GL	2019-06-19	Nature	www.ncbi.nlm.nih.gov/pubmed/31217584	Genetic analyses of diverse populations improves discovery for complex traits.	High density lipoprotein cholesterol levels	10,085 African American individuals, 17,751 Hispanic/Latino individuals, 2,378 Asian ancestry individuals, 1,912 Native Hawaiian ancestry individuals, 604 Native American ancestry individuals, 333 individuals	NA	20q13.12	20	45923216	NR	PLTP - PCIF1	ENSG00000100979	ENSG00000100982		11061	11467	rs6073958-?	rs6073958	0	6073958	intergenic_variant	1	NR	1E-6	6.0		0.6813227	[0.4-0.96] unit decrease	Illumina [31978362] (imputed)	N	high density lipoprotein cholesterol measurement	http://www.ebi.ac.uk/efo/EFO_0004612	GCST008035	Genome-wide genotyping array
2019-07-01	31217584	Wojcik GL	2019-06-19	Nature	www.ncbi.nlm.nih.gov/pubmed/31217584	Genetic analyses of diverse populations improves discovery for complex traits.	High density lipoprotein cholesterol levels	10,085 African American individuals, 17,751 Hispanic/Latino individuals, 2,378 Asian ancestry individuals, 1,912 Native Hawaiian ancestry individuals, 604 Native American ancestry individuals, 333 individuals	NA	11q23.3	11	116791863	NR	APOA5			ENSG00000110243			rs651821-?	rs651821	0	651821	5_prime_UTR_variant	0	NR	7E-8	7.154901959985743		0.822489	[0.52-1.12] unit increase	Illumina [31978362] (imputed)	N	high density lipoprotein cholesterol measurement	http://www.ebi.ac.uk/efo/EFO_0004612	GCST008035	Genome-wide genotyping array
2019-07-01	31217584	Wojcik GL	2019-06-19	Nature	www.ncbi.nlm.nih.gov/pubmed/31217584	Genetic analyses of diverse populations improves discovery for complex traits.	High density lipoprotein cholesterol levels	10,085 African American individuals, 17,751 Hispanic/Latino individuals, 2,378 Asian ancestry individuals, 1,912 Native Hawaiian ancestry individuals, 604 Native American ancestry individuals, 333 individuals	NA	2p24.1	2	20981153	NR	NA - APOB		ENSG00000084674			20276	rs6544366-?	rs6544366	0	6544366	intergenic_variant	1	NR	1E-11	11.0		0.9127752	[0.65-1.18] unit increase	Illumina [31978362] (imputed)	N	high density lipoprotein cholesterol measurement	http://www.ebi.ac.uk/efo/EFO_0004612	GCST008035	Genome-wide genotyping array
2019-07-01	31217584	Wojcik GL	2019-06-19	Nature	www.ncbi.nlm.nih.gov/pubmed/31217584	Genetic analyses of diverse populations improves discovery for complex traits.	High density lipoprotein cholesterol levels	10,085 African American individuals, 17,751 Hispanic/Latino individuals, 2,378 Asian ancestry individuals, 1,912 Native Hawaiian ancestry individuals, 604 Native American ancestry individuals, 333 individuals	NA	8p23.1	8	9327636	NR	RNU6-1151P - RNU6-526P	ENSG00000284864	ENSG00000201815		40058	43454	rs2126259-?	rs2126259	0	2126259	intron_variant	1	NR	6E-17	16.221848749616356		1.218833	[0.93-1.5] unit increase	Illumina [31978362] (imputed)	N	high density lipoprotein cholesterol measurement	http://www.ebi.ac.uk/efo/EFO_0004612	GCST008035	Genome-wide genotyping array
2019-07-01	31217584	Wojcik GL	2019-06-19	Nature	www.ncbi.nlm.nih.gov/pubmed/31217584	Genetic analyses of diverse populations improves discovery for complex traits.	High density lipoprotein cholesterol levels	10,085 African American individuals, 17,751 Hispanic/Latino individuals, 2,378 Asian ancestry individuals, 1,912 Native Hawaiian ancestry individuals, 604 Native American ancestry individuals, 333 individuals	NA	18q21.1	18	49655298	NR	SMUG1P1 - NA	ENSG00000267444			4138		rs2156552-?	rs2156552	0	2156552	intergenic_variant	1	NR	3E-6	5.522878745280337		0.9494596	[0.55-1.35] unit increase	Illumina [31978362] (imputed)	N	high density lipoprotein cholesterol measurement	http://www.ebi.ac.uk/efo/EFO_0004612	GCST008035	Genome-wide genotyping array
